chr	start	end	CpG	WJ01.N	WJ01.X	WJ02.N	WJ02.X	WJ03.N	WJ03.X	WJ04.N	WJ04.X	WJ05.N	WJ05.X	feature	distance	gene	transcript
chr10	62500117	62500306	7	118	25	91	17	152	37	130	32	121	31	Intron (NM_011157/Srgn, intron 1 of 2)	7449	Srgn	NM_011157
chr10	62500409	62500551	6	78	6	90	4	112	10	146	18	101	9	Intron (NM_011157/Srgn, intron 1 of 2)	7204	Srgn	NM_011157
chr10	62504061	62504207	7	79	39	94	59	113	66	94	47	116	77	Intron (NM_011157/Srgn, intron 1 of 2)	3548	Srgn	NM_011157
chr10	62504430	62504614	6	95	84	105	96	117	111	127	118	125	108	Intron (NM_011157/Srgn, intron 1 of 2)	3141	Srgn	NM_011157
chr10	62505107	62505215	3	30	28	42	33	42	40	48	44	37	33	Promoter (2-3kb)	2540	Srgn	NM_011157
chr10	62505613	62505671	3	35	13	28	11	36	17	54	16	54	20	Promoter (2-3kb)	2084	Srgn	NM_011157
chr10	62505975	62506293	9	125	119	168	159	130	122	124	116	163	154	Promoter (1-2kb)	1462	Srgn	NM_011157
chr10	62506354	62506614	11	223	197	251	227	222	198	292	265	253	230	Promoter (1-2kb)	1141	Srgn	NM_011157
chr10	62506754	62506868	3	30	27	31	27	44	35	26	22	33	26	Promoter (<=1kb)	887	Srgn	NM_011157
chr10	62507669	62507825	6	58	49	64	57	49	40	53	46	66	58	Promoter (<=1kb)	0	Srgn	NM_011157
chr10	62507930	62508239	12	158	80	185	104	271	136	185	109	200	89	Promoter (<=1kb)	-176	Srgn	NM_011157
chr10	62508394	62508692	12	173	109	281	187	296	205	279	195	282	187	Promoter (<=1kb)	-640	Srgn	NM_011157
chr10	62508909	62509269	11	167	151	117	108	211	194	188	173	156	150	Promoter (1-2kb)	-1155	Srgn	NM_011157
chr10	62509536	62509909	8	54	38	51	37	86	66	74	49	58	45	Promoter (1-2kb)	-1782	Srgn	NM_011157
chr10	62517626	62517677	5	49	48	44	41	57	57	39	38	57	57	Distal Intergenic	-9872	Srgn	NM_011157
chr10	62521842	62521878	3	83	82	73	69	98	97	73	73	87	80	Distal Intergenic	-14088	Srgn	NM_011157
chr10	62541621	62541865	7	30	26	22	20	NA	NA	NA	NA	38	32	Distal Intergenic	-33867	Srgn	NM_011157
chr10	62542670	62543024	16	126	122	144	140	172	165	185	179	176	171	Distal Intergenic	-34916	Srgn	NM_011157
chr10	62543510	62543663	5	33	26	29	29	37	34	48	38	41	34	Distal Intergenic	34794	Kif1bp	NM_028197
chr10	62543767	62543890	6	54	53	50	48	49	46	41	38	70	69	Distal Intergenic	34567	Kif1bp	NM_028197
chr10	62549549	62549683	6	68	52	64	48	88	66	54	36	71	55	Distal Intergenic	28774	Kif1bp	NM_028197
chr10	62549794	62550169	10	192	35	200	35	198	27	223	33	214	36	Distal Intergenic	28288	Kif1bp	NM_028197
chr10	62553624	62553818	7	171	162	167	158	194	180	178	167	190	184	Distal Intergenic	24639	Kif1bp	NM_028197
chr10	62553944	62554279	9	100	93	100	93	151	139	111	100	126	122	Distal Intergenic	24178	Kif1bp	NM_028197
chr10	62556258	62556374	4	57	54	62	54	76	68	65	57	58	53	Downstream (2-3kb)	22083	Kif1bp	NM_028197
chr10	62556706	62556826	3	32	30	30	29	49	45	43	41	31	26	Downstream (1-2kb)	21631	Kif1bp	NM_028197
chr10	62569055	62569149	3	118	107	110	105	132	123	139	133	129	120	Intron (NM_028197/Kif1bp, intron 4 of 6)	9308	Kif1bp	NM_028197
chr10	62570377	62570528	5	97	76	90	74	84	68	87	74	123	97	Exon (NM_028197/Kif1bp, exon 3 of 7)	7929	Kif1bp	NM_028197
chr10	62577374	62577723	12	210	125	225	125	278	155	291	171	286	155	Promoter (<=1kb)	734	Kif1bp	NM_028197
chr10	62577793	62578188	31	336	11	229	11	333	10	327	13	341	11	Promoter (<=1kb)	269	Kif1bp	NM_028197
chr10	62578198	62578602	48	184	0	152	6	169	2	285	5	241	4	Promoter (<=1kb)	0	Kif1bp	NM_028197
chr10	62578709	62578935	5	86	29	99	34	103	29	127	42	103	37	Promoter (<=1kb)	-253	Kif1bp	NM_028197
chr10	62590194	62590448	6	94	44	85	30	114	45	102	38	113	43	Intron (NM_019553/Ddx21, intron 7 of 14)	-11738	Kif1bp	NM_028197
chr10	62590598	62590731	3	74	73	69	67	81	76	89	83	72	72	Exon (NM_019553/Ddx21, exon 7 of 15)	11567	Ddx21	NM_019553
chr10	62601126	62601356	5	67	32	47	25	54	25	66	31	56	30	Promoter (<=1kb)	942	Ddx21	NM_019553
chr10	62601460	62601606	10	192	0	169	5	219	5	223	2	222	3	Promoter (<=1kb)	692	Ddx21	NM_019553
chr10	62601707	62601868	5	67	0	70	1	86	3	80	0	105	0	Promoter (<=1kb)	430	Ddx21	NM_019553
chr10	62602008	62602446	46	295	2	272	9	378	4	425	8	335	7	Promoter (<=1kb)	0	Ddx21	NM_019553
chr10	62602610	62602848	12	67	0	78	5	93	3	79	1	125	4	Promoter (<=1kb)	-313	Ddx21	NM_019553
chr10	62602875	62603117	8	146	20	155	20	171	20	185	18	183	22	Promoter (<=1kb)	-578	Ddx21	NM_019553
chr10	62649799	62650081	9	73	18	78	33	91	36	65	21	82	30	Promoter (1-2kb)	1117	Ddx50	NM_053183
chr10	62650423	62650495	3	35	0	46	4	40	2	48	0	64	0	Promoter (<=1kb)	703	Ddx50	NM_053183
chr10	62650600	62650988	31	358	14	470	23	496	24	456	22	449	22	Promoter (<=1kb)	210	Ddx50	NM_053183
chr10	62650995	62651380	36	278	4	195	2	275	2	266	5	249	1	Promoter (<=1kb)	0	Ddx50	NM_053183
chr10	62651401	62651751	39	252	6	153	2	207	3	163	2	219	3	Promoter (<=1kb)	-204	Ddx50	NM_053183
chr10	62651781	62652162	14	407	76	412	84	438	83	470	107	434	93	Promoter (<=1kb)	-584	Ddx50	NM_053183
chr10	62663452	62663579	8	20	20	20	18	41	39	31	31	44	43	Intron (NM_001033260/Stox1, intron 3 of 3)	-12255	Ddx50	NM_053183
chr10	62665091	62665304	14	65	61	74	70	150	143	126	119	153	144	Exon (NM_001033260/Stox1, exon 3 of 4)	-13894	Ddx50	NM_053183
chr10	62665397	62665610	9	161	143	109	95	162	148	172	157	162	149	Exon (NM_001033260/Stox1, exon 3 of 4)	-14200	Ddx50	NM_053183
chr10	62665715	62665842	6	140	131	119	110	162	148	171	154	173	164	Exon (NM_001033260/Stox1, exon 3 of 4)	-14518	Ddx50	NM_053183
chr10	62665951	62666198	5	116	96	94	72	109	87	113	94	118	95	Exon (NM_001033260/Stox1, exon 3 of 4)	-14754	Ddx50	NM_053183
chr10	62669424	62669829	15	108	74	115	67	166	103	115	83	147	92	Intron (NM_001033260/Stox1, intron 1 of 3)	-12679	Mir7215	NR_106074
chr10	62679702	62679806	3	28	28	24	22	33	31	24	24	27	27	Promoter (2-3kb)	-2702	Mir7215	NR_106074
chr10	62683021	62683068	3	NA	NA	22	21	NA	NA	21	19	NA	NA	Promoter (<=1kb)	514	Mir7215	NR_106074
chr10	62683219	62683398	4	59	29	58	36	75	38	87	50	78	37	Promoter (<=1kb)	712	Mir7215	NR_106074
chr10	62726183	62726351	11	46	2	57	0	78	3	59	0	56	5	Promoter (<=1kb)	-85	Stox1	NM_001033260
chr10	62726464	62726605	10	72	22	76	6	70	7	87	18	72	12	Promoter (<=1kb)	-366	Stox1	NM_001033260
chr10	62750903	62751030	5	111	79	87	62	138	108	133	108	148	123	Exon (NM_026201/Ccar1, exon 20 of 25)	14576	Snord98	NR_028557
chr10	62751171	62751290	4	NA	NA	24	24	NA	NA	29	27	22	21	Intron (NM_026201/Ccar1, intron 19 of 24)	14316	Snord98	NR_028557
chr10	62761796	62761859	3	NA	NA	NA	NA	29	29	23	23	29	25	Intron (NM_026201/Ccar1, intron 15 of 24)	3747	Snord98	NR_028557
chr10	62791099	62791150	3	29	26	27	23	37	33	44	41	43	41	Promoter (1-2kb)	1218	Ccar1	NM_026201
chr10	62791268	62791562	10	50	7	60	8	92	12	80	9	113	12	Promoter (<=1kb)	806	Ccar1	NM_026201
chr10	62791621	62791906	31	129	5	93	2	205	5	159	3	129	3	Promoter (<=1kb)	462	Ccar1	NM_026201
chr10	62792034	62792351	29	129	0	144	1	177	5	186	3	160	1	Promoter (<=1kb)	17	Ccar1	NM_026201
chr10	62792362	62792685	29	217	2	255	8	244	3	290	2	215	2	Promoter (<=1kb)	0	Ccar1	NM_026201
chr10	62793009	62793162	3	23	22	29	28	40	38	27	25	38	37	Promoter (<=1kb)	-642	Ccar1	NM_026201
chr10	62822404	62822714	12	123	119	150	137	147	139	153	147	163	152	Exon (NM_001253857/Tet1, exon 6 of 12)	-30037	Ccar1	NM_026201
chr10	62831402	62831523	3	NA	NA	37	16	22	14	29	14	22	13	Intron (NM_001253857/Tet1, intron 5 of 11)	-39035	Ccar1	NM_026201
chr10	62838328	62838435	5	77	74	90	86	98	94	108	101	113	106	Exon (NM_001253857/Tet1, exon 3 of 12)	41579	Tet1	NM_001253857
chr10	62865212	62865224	3	27	13	31	10	25	8	37	9	40	13	Intron (NM_001253857/Tet1, intron 1 of 11)	14790	Tet1	NM_001253857
chr10	62865344	62865613	9	103	49	96	33	107	42	124	50	110	36	Intron (NM_001253857/Tet1, intron 1 of 11)	14401	Tet1	NM_001253857
chr10	62865664	62865982	16	135	91	118	85	120	94	194	149	194	145	Intron (NM_001253857/Tet1, intron 1 of 11)	14032	Tet1	NM_001253857
chr10	62866734	62866899	7	NA	NA	28	25	39	38	39	35	21	20	Intron (NM_001253857/Tet1, intron 1 of 11)	13115	Tet1	NM_001253857
chr10	62874980	62875087	4	29	29	30	27	26	22	31	28	24	23	Intron (NM_001253857/Tet1, intron 1 of 11)	4927	Tet1	NM_001253857
chr10	62881369	62881406	3	62	30	84	29	99	39	66	26	66	28	Promoter (1-2kb)	-1356	Tet1	NM_027384
chr10	62883850	62883896	3	25	23	31	27	28	25	52	51	43	37	Distal Intergenic	-3837	Tet1	NM_027384
chr10	62884019	62884058	3	55	55	65	65	85	85	87	86	80	80	Distal Intergenic	-4006	Tet1	NM_027384
chr10	62884259	62884504	8	60	59	71	65	55	52	74	70	50	45	Distal Intergenic	-4246	Tet1	NM_027384
chr10	62884972	62884999	3	29	29	21	21	20	20	30	28	23	23	Distal Intergenic	-4959	Tet1	NM_027384
chr10	62885583	62885668	5	32	30	23	21	34	28	26	25	50	45	Distal Intergenic	-5570	Tet1	NM_027384
chr10	62886789	62887090	27	192	28	189	16	167	19	218	32	325	25	Distal Intergenic	-6776	Tet1	NM_027384
chr10	62887102	62887392	22	109	16	160	39	236	89	188	63	128	37	Distal Intergenic	-7089	Tet1	NM_027384
chr10	62887498	62887565	6	NA	NA	31	23	29	21	40	30	21	18	Distal Intergenic	-7485	Tet1	NM_027384
chr10	62887676	62887703	4	70	70	42	42	84	83	82	81	74	72	Distal Intergenic	-7663	Tet1	NM_027384
chr10	62893673	62893786	5	30	19	41	28	39	31	53	37	48	38	Distal Intergenic	-13660	Tet1	NM_027384
chr10	62902068	62902199	5	33	30	24	23	41	40	NA	NA	NA	NA	Distal Intergenic	-18434	Slc25a16	NM_175194
chr10	62904113	62904285	4	63	59	66	63	87	81	61	58	97	93	Distal Intergenic	-16348	Slc25a16	NM_175194
chr10	62904635	62904795	4	23	19	28	24	33	25	21	20	35	27	Distal Intergenic	-15838	Slc25a16	NM_175194
chr10	62920498	62920802	33	174	1	141	6	180	3	126	9	118	18	Promoter (<=1kb)	0	Slc25a16	NM_175194
chr10	62920804	62921108	23	117	6	110	3	108	3	85	3	136	5	Promoter (<=1kb)	172	Slc25a16	NM_175194
chr10	62947075	62947300	24	59	0	170	2	149	0	185	3	117	3	Promoter (<=1kb)	47	Dna2	NM_177372
chr10	62947743	62947998	7	86	76	94	80	79	65	97	79	75	51	Promoter (<=1kb)	715	Dna2	NM_177372
chr10	62949131	62949435	18	165	159	177	174	269	264	266	261	210	205	Promoter (2-3kb)	2103	Dna2	NM_177372
chr10	62957831	62958245	12	203	197	256	253	220	214	278	270	264	259	Exon (NM_177372/Dna2, exon 7 of 21)	10803	Dna2	NM_177372
chr10	62973031	62973362	13	192	188	217	211	221	214	282	273	215	209	3' UTR	-6861	Rufy2	NM_027425
chr10	62979380	62979481	4	87	81	102	95	100	92	129	124	141	130	Promoter (<=1kb)	-742	Rufy2	NM_027425
chr10	62979744	62979863	3	38	26	38	27	39	33	42	27	46	37	Promoter (<=1kb)	-360	Rufy2	NM_027425
chr10	62979990	62980430	34	115	3	105	2	74	0	144	4	166	1	Promoter (<=1kb)	0	Rufy2	NM_027425
chr10	62980560	62980954	24	152	18	172	8	171	19	150	16	171	17	Promoter (<=1kb)	338	Rufy2	NM_027425
chr10	62981243	62981477	7	59	58	57	55	69	68	75	70	86	80	Promoter (1-2kb)	1021	Rufy2	NM_027425
chr10	62990779	62991146	15	108	107	143	142	135	128	154	153	143	138	Exon (NM_027425/Rufy2, exon 4 of 18)	10557	Rufy2	NM_027425
chr10	62993839	62994045	8	91	90	99	98	91	88	120	119	93	91	Exon (NM_027425/Rufy2, exon 6 of 18)	13617	Rufy2	NM_027425
chr10	62994392	62994529	4	65	59	53	50	77	73	77	72	87	81	Intron (NM_027425/Rufy2, intron 6 of 17)	14170	Rufy2	NM_027425
chr10	63002907	63002952	3	NA	NA	NA	NA	NA	NA	27	27	NA	NA	Intron (NM_027425/Rufy2, intron 12 of 17)	20897	Hnrnph3	NM_001079824
chr10	63010352	63010453	3	77	74	94	92	97	93	107	105	109	106	Intron (NM_027425/Rufy2, intron 16 of 17)	13396	Hnrnph3	NM_001079824
chr10	63022078	63022169	5	180	6	186	15	184	12	197	1	201	12	Promoter (1-2kb)	1680	Hnrnph3	NM_001079824
chr10	63022602	63022887	18	365	12	367	11	482	15	398	11	445	15	Promoter (<=1kb)	962	Hnrnph3	NM_001079824
chr10	63022970	63023305	26	329	9	416	6	466	7	328	7	518	11	Promoter (<=1kb)	544	Hnrnph3	NM_001079824
chr10	63023535	63023892	46	241	7	298	6	350	12	393	11	451	6	Promoter (<=1kb)	0	Hnrnph3	NM_001079824
chr10	63023976	63024257	28	158	0	190	3	278	2	256	6	252	7	Promoter (<=1kb)	-128	Hnrnph3	NM_001079824
chr10	63024274	63024629	18	210	6	262	10	246	4	283	5	333	6	Promoter (<=1kb)	0	Pbld2	NM_026085
chr10	63024744	63024795	4	40	1	47	1	50	3	49	4	53	3	Promoter (<=1kb)	233	Pbld2	NM_026085
chr10	63024990	63025132	4	40	6	51	10	60	14	76	17	61	16	Promoter (<=1kb)	479	Pbld2	NM_026085
chr10	63039211	63039320	6	31	28	33	31	20	19	26	21	31	24	Exon (NM_026085/Pbld2, exon 2 of 10)	14700	Pbld2	NM_026085
chr10	63043125	63043191	3	24	23	NA	NA	NA	NA	22	21	NA	NA	Intron (NM_026085/Pbld2, intron 2 of 9)	-18426	Pbld1	NM_026701
chr10	63047947	63048005	4	58	48	113	105	100	95	111	99	114	101	Exon (NM_026085/Pbld2, exon 4 of 10)	-13612	Pbld1	NM_026701
chr10	63054168	63054269	4	28	24	NA	NA	42	38	NA	NA	41	34	Intron (NM_026085/Pbld2, intron 7 of 9)	-7348	Pbld1	NM_026701
chr10	63054468	63054497	4	36	32	55	45	72	63	53	46	64	49	Exon (NM_026085/Pbld2, exon 8 of 10)	-7120	Pbld1	NM_026701
chr10	63055573	63055753	5	37	33	NA	NA	29	22	35	22	21	16	Intron (NM_026085/Pbld2, intron 8 of 9)	-5864	Pbld1	NM_026701
chr10	63057114	63057509	11	82	48	85	53	104	67	115	68	98	61	Intron (NM_026085/Pbld2, intron 9 of 9)	-4108	Pbld1	NM_026701
chr10	63057655	63057896	12	121	97	182	136	212	151	241	177	196	137	3' UTR	-3721	Pbld1	NM_026701
chr10	63060504	63060575	4	39	31	33	28	77	56	42	34	40	35	Promoter (1-2kb)	-1042	Pbld1	NM_026701
chr10	63060708	63060811	7	176	165	173	168	218	206	175	162	191	177	Promoter (<=1kb)	-806	Pbld1	NM_026701
chr10	63061482	63061822	14	67	44	103	67	103	71	114	82	127	92	Promoter (<=1kb)	0	Pbld1	NM_026701
chr10	63066196	63066305	4	49	11	55	16	45	7	53	9	48	5	Intron (NM_026701/Pbld1, intron 2 of 8)	4580	Pbld1	NM_026701
chr10	63066426	63066530	3	32	14	NA	NA	22	14	24	11	30	15	Exon (NM_026701/Pbld1, exon 3 of 9)	4810	Pbld1	NM_026701
chr10	63071792	63071817	3	48	39	30	28	42	39	50	45	35	31	Intron (NM_026701/Pbld1, intron 6 of 8)	10176	Pbld1	NM_026701
chr10	63071979	63072153	9	114	111	128	121	137	130	127	122	136	130	Exon (NM_026701/Pbld1, exon 7 of 9)	10363	Pbld1	NM_026701
chr10	63076363	63076633	12	147	135	135	129	127	123	160	159	113	108	3' UTR	14747	Pbld1	NM_026701
chr10	63086261	63086440	6	69	44	88	46	90	58	82	47	94	49	Distal Intergenic	-13716	Atoh7	NM_016864
chr10	63086544	63086775	8	87	76	86	76	122	111	114	100	121	118	Distal Intergenic	-13381	Atoh7	NM_016864
chr10	63089221	63089313	3	21	20	NA	NA	NA	NA	22	20	NA	NA	Distal Intergenic	-10843	Atoh7	NM_016864
chr10	63089418	63089547	3	37	24	36	23	29	18	46	30	56	43	Distal Intergenic	-10609	Atoh7	NM_016864
chr10	63089767	63089964	12	75	55	73	62	81	66	102	86	105	78	Distal Intergenic	-10192	Atoh7	NM_016864
chr10	63090029	63090280	13	151	116	176	134	259	190	219	160	249	170	Distal Intergenic	-9876	Atoh7	NM_016864
chr10	63092016	63092116	4	NA	NA	21	16	27	23	36	32	34	24	Distal Intergenic	-8040	Atoh7	NM_016864
chr10	63097870	63097991	7	NA	NA	NA	NA	NA	NA	NA	NA	28	16	Promoter (2-3kb)	-2165	Atoh7	NM_016864
chr10	63099586	63099960	18	198	106	195	108	240	149	252	132	289	165	Promoter (<=1kb)	-196	Atoh7	NM_016864
chr10	63100096	63100459	39	192	28	114	15	261	60	66	9	169	28	Promoter (<=1kb)	0	Atoh7	NM_016864
chr10	63100470	63100828	15	89	28	113	36	141	43	101	27	102	40	Promoter (<=1kb)	315	Atoh7	NM_016864
chr10	63101068	63101230	4	93	81	103	91	130	120	120	113	120	115	Promoter (<=1kb)	913	Atoh7	NM_016864
chr10	63116178	63116521	12	145	126	124	106	156	132	160	143	136	124	3' UTR	16023	Atoh7	NM_016864
chr10	63122545	63122807	7	87	27	116	21	96	22	96	19	103	19	Intron (NM_182992/Mypn, intron 16 of 19)	22390	Atoh7	NM_016864
chr10	63123257	63123428	8	82	78	122	119	92	88	81	79	127	121	Exon (NM_182992/Mypn, exon 16 of 20)	23102	Atoh7	NM_016864
chr10	63123552	63123608	5	NA	NA	NA	NA	NA	NA	31	30	21	20	Intron (NM_182992/Mypn, intron 15 of 19)	23397	Atoh7	NM_016864
chr10	63125557	63125699	7	38	31	42	31	63	49	49	37	53	43	Exon (NM_182992/Mypn, exon 15 of 20)	25402	Atoh7	NM_016864
chr10	63125822	63126019	6	49	44	59	54	60	49	71	61	64	57	Intron (NM_182992/Mypn, intron 14 of 19)	25667	Atoh7	NM_016864
chr10	63130849	63130932	6	57	54	101	99	56	54	69	66	88	86	Intron (NM_182992/Mypn, intron 13 of 19)	30694	Atoh7	NM_016864
chr10	63131036	63131165	12	32	32	62	62	73	72	75	73	41	39	Exon (NM_182992/Mypn, exon 13 of 20)	30881	Atoh7	NM_016864
chr10	63135622	63135893	10	98	83	122	107	102	88	111	96	126	113	Exon (NM_182992/Mypn, exon 11 of 20)	35467	Atoh7	NM_016864
chr10	63135946	63136181	9	88	82	76	73	125	116	67	61	98	95	Exon (NM_182992/Mypn, exon 11 of 20)	35791	Atoh7	NM_016864
chr10	63144882	63144947	7	NA	NA	NA	NA	NA	NA	43	39	27	26	Intron (NM_182992/Mypn, intron 10 of 19)	44727	Atoh7	NM_016864
chr10	63153963	63154020	3	54	53	60	58	61	61	85	83	68	64	Intron (NM_182992/Mypn, intron 6 of 19)	49932	Mypn	NM_182992
chr10	63158240	63158616	14	292	265	247	227	319	301	301	278	353	325	Intron (NM_182992/Mypn, intron 6 of 19)	45336	Mypn	NM_182992
chr10	63160609	63160709	5	59	55	54	50	61	54	72	64	68	62	Intron (NM_182992/Mypn, intron 6 of 19)	43243	Mypn	NM_182992
chr10	63160811	63161164	15	352	306	352	306	413	361	433	373	403	356	Intron (NM_182992/Mypn, intron 6 of 19)	42788	Mypn	NM_182992
chr10	63163796	63163891	5	202	158	232	187	220	186	255	213	252	212	Intron (NM_182992/Mypn, intron 4 of 19)	40061	Mypn	NM_182992
chr10	63164709	63164850	4	42	39	28	27	27	24	39	36	51	50	Intron (NM_182992/Mypn, intron 4 of 19)	39102	Mypn	NM_182992
chr10	63166145	63166386	10	121	101	96	79	115	99	132	116	142	125	Intron (NM_182992/Mypn, intron 4 of 19)	37566	Mypn	NM_182992
chr10	63166423	63166651	7	109	91	122	97	103	80	132	104	143	112	Intron (NM_182992/Mypn, intron 4 of 19)	37301	Mypn	NM_182992
chr10	63169203	63169521	10	172	150	126	111	211	190	182	153	171	150	Exon (NM_182992/Mypn, exon 3 of 20)	34431	Mypn	NM_182992
chr10	63169619	63169922	11	190	179	177	164	185	178	184	180	212	197	Intron (NM_182992/Mypn, intron 2 of 19)	34030	Mypn	NM_182992
chr10	63177256	63177636	12	116	104	126	111	156	133	143	120	149	138	Intron (NM_182992/Mypn, intron 2 of 19)	26316	Mypn	NM_182992
chr10	63177745	63177928	6	39	31	33	28	59	49	59	52	52	44	Intron (NM_182992/Mypn, intron 2 of 19)	26024	Mypn	NM_182992
chr10	63192338	63192823	22	239	217	278	252	320	295	323	311	341	323	Exon (NM_182992/Mypn, exon 2 of 20)	11129	Mypn	NM_182992
chr10	63192875	63193308	17	196	174	192	175	215	193	194	172	205	176	5' UTR	10644	Mypn	NM_182992
chr10	63203405	63203482	5	NA	NA	NA	NA	26	24	NA	NA	27	26	Promoter (<=1kb)	470	Mypn	NM_182992
chr10	63224014	63224140	4	60	53	26	25	44	37	58	44	37	26	Distal Intergenic	-19657	Herc4	NM_026101
chr10	63224309	63224729	13	136	15	137	15	159	18	205	33	191	23	Distal Intergenic	-19068	Herc4	NM_026101
chr10	63236695	63236847	5	NA	NA	26	23	28	25	NA	NA	32	27	Distal Intergenic	-6950	Herc4	NM_026101
chr10	63243140	63243259	4	181	11	130	13	155	15	189	19	161	13	Promoter (<=1kb)	-538	Herc4	NM_026101
chr10	63243386	63243416	3	91	0	83	2	96	1	111	0	93	0	Promoter (<=1kb)	-381	Herc4	NM_026101
chr10	63243522	63243761	17	228	5	223	10	251	4	299	4	249	4	Promoter (<=1kb)	-36	Herc4	NM_026101
chr10	63243955	63244367	40	213	2	199	4	277	7	206	3	285	8	Promoter (<=1kb)	159	Herc4	NM_030114
chr10	63244383	63244779	16	169	5	149	0	171	3	203	8	213	9	Promoter (<=1kb)	587	Herc4	NM_030114
chr10	63244929	63244960	3	25	3	NA	NA	NA	NA	32	3	35	5	Promoter (1-2kb)	1133	Herc4	NM_030114
chr10	63245254	63245302	3	50	39	45	25	43	31	53	33	61	44	Promoter (1-2kb)	1458	Herc4	NM_030114
chr10	63247401	63247777	9	142	138	149	146	171	162	211	203	168	163	Intron (NM_026101/Herc4, intron 3 of 24)	3605	Herc4	NM_030114
chr10	63255761	63255804	3	33	32	28	28	43	42	49	47	36	35	Intron (NM_026101/Herc4, intron 3 of 24)	11965	Herc4	NM_030114
chr10	63256003	63256188	3	27	27	35	35	48	48	45	45	48	48	Intron (NM_026101/Herc4, intron 3 of 24)	12207	Herc4	NM_030114
chr10	63272895	63272970	5	142	137	107	103	146	143	115	108	142	137	Intron (NM_026101/Herc4, intron 5 of 24)	29099	Herc4	NM_030114
chr10	63308719	63309017	6	82	31	76	40	75	40	107	54	88	47	Intron (NM_026101/Herc4, intron 19 of 24)	30015	Sirt1	NM_019812
chr10	63309170	63309275	4	84	24	108	36	123	33	147	38	122	22	Intron (NM_026101/Herc4, intron 19 of 24)	29757	Sirt1	NM_019812
chr10	63337034	63337184	5	38	19	37	24	45	33	43	29	54	34	Promoter (1-2kb)	1848	Sirt1	NM_019812
chr10	63337818	63338011	7	116	17	115	14	141	7	119	9	144	9	Promoter (1-2kb)	1021	Sirt1	NM_019812
chr10	63338281	63338473	37	88	1	33	1	172	3	100	2	125	1	Promoter (<=1kb)	559	Sirt1	NM_019812
chr10	63338913	63339054	14	NA	NA	NA	NA	48	0	NA	NA	32	1	Promoter (<=1kb)	0	Sirt1	NM_019812
chr10	63339308	63339656	16	136	55	136	65	133	65	130	60	150	77	Promoter (<=1kb)	-274	Sirt1	NM_001159589
chr10	63352315	63352395	3	64	60	74	66	98	81	93	86	89	81	Distal Intergenic	-13281	Sirt1	NM_001159589
chr10	63357204	63357283	5	24	22	49	48	38	36	43	43	55	51	Distal Intergenic	-18170	Sirt1	NM_001159589
chr10	63366830	63367096	9	149	135	199	179	218	191	233	208	212	189	Distal Intergenic	-15347	Dnajc12	NM_001253685
chr10	63367215	63367359	5	NA	NA	NA	NA	NA	NA	NA	NA	24	17	Distal Intergenic	-15084	Dnajc12	NM_001253685
chr10	63373494	63373551	5	46	45	39	38	49	46	39	39	52	51	Distal Intergenic	-8892	Dnajc12	NM_001253685
chr10	63373673	63373852	6	40	39	30	27	29	28	57	50	30	27	Distal Intergenic	-8591	Dnajc12	NM_001253685
chr10	63377651	63377723	4	30	1	25	1	40	4	39	0	20	0	Distal Intergenic	-4720	Dnajc12	NM_001253685
chr10	63381525	63381902	19	209	140	314	159	315	214	343	181	305	172	Promoter (<=1kb)	-541	Dnajc12	NM_001253685
chr10	63382435	63382507	6	50	22	43	16	60	21	22	9	60	22	Promoter (<=1kb)	0	Dnajc12	NM_001253685
chr10	63382628	63383010	17	243	4	310	5	352	10	373	5	360	5	Promoter (<=1kb)	186	Dnajc12	NM_001253685
chr10	63386586	63387018	24	255	11	259	12	231	19	296	22	284	15	Promoter (<=1kb)	24	Dnajc12	NM_013888
chr10	63410654	63410798	10	200	197	196	190	227	217	226	221	248	243	Distal Intergenic	-19300	Ctnna3	NM_177612
chr10	63411905	63411934	4	24	24	NA	NA	NA	NA	28	27	36	36	Distal Intergenic	-18164	Ctnna3	NM_177612
chr10	63415901	63415919	3	22	18	29	21	54	36	44	31	46	35	Distal Intergenic	-14179	Ctnna3	NM_177612
chr10	63416025	63416277	6	71	64	76	68	89	84	96	92	101	92	Distal Intergenic	-13821	Ctnna3	NM_177612
chr10	63416665	63416741	4	24	16	NA	NA	37	31	36	32	24	18	Distal Intergenic	-13357	Ctnna3	NM_177612
chr10	63421610	63421758	15	25	25	41	38	21	20	38	36	60	60	Distal Intergenic	-8340	Ctnna3	NM_177612
chr10	63422820	63422990	5	62	38	93	59	108	65	125	91	123	88	Distal Intergenic	-7108	Ctnna3	NM_177612
chr10	63423115	63423310	5	NA	NA	NA	NA	NA	NA	26	24	23	22	Distal Intergenic	-6788	Ctnna3	NM_177612
chr10	63426884	63426960	3	21	12	28	16	30	20	21	15	35	21	Distal Intergenic	-3138	Ctnna3	NM_177612
chr10	63427090	63427349	8	42	41	50	48	81	75	88	83	60	54	Promoter (2-3kb)	-2749	Ctnna3	NM_177612
chr10	63428614	63428676	4	50	4	53	3	61	7	75	5	75	4	Promoter (1-2kb)	-1422	Ctnna3	NM_177612
chr10	63428833	63429204	15	348	15	371	18	382	15	457	23	454	28	Promoter (<=1kb)	-894	Ctnna3	NM_177612
chr10	63429219	63429577	19	266	11	243	11	316	7	329	14	305	12	Promoter (<=1kb)	-521	Ctnna3	NM_177612
